MLS No,Latitude,Longitude
ML81926945,37.2341111,-121.7527186
ML81967103,37.3365805,-121.8882827
ML81933546,37.7415457,-122.153531
ML81913217,37.2927145,-121.9811244
ML81954424,37.3235182,-121.7679182
ML81934112,37.2667039,-121.8418496
41062824,37.7499542,-122.1705597
ML81930003,37.290806,-121.748329
ML81931503,37.282069,-121.8776743
ML81947428,37.2870702,-121.8865772
ML81915879,37.3041887,-121.8480832
41058605,37.7406096,-122.1608602
ME223085294,38.7737792,-121.2192093
41047589,37.8145312,-122.2419244
41042580,37.1024594,-121.8119852
BA323027901,38.2876905,-122.3345159
41021350,37.8104682,-122.298569
ML81947755,37.3133392,-121.8256349
ML81963266,37.3921125,-121.8301735
41056629,37.91425460000001,-122.0592311
41054635,37.8338289,-122.2704127
41039712,37.8645735,-122.2330313
ME223043946,38.6929144,-121.0989438
41032006,37.8352321,-122.1918676
ML81940035,37.3310653,-121.8377796
41037597,37.9164759,-121.7216644
41048910,37.8439744,-122.2493339
BA323036123,37.773567,-122.194951
41035105,37.813983,-122.2571728
ME224044289,37.31251719999999,-121.7602174
ML81943072,37.2719358,-121.9069509
ML81935783,37.2971734,-121.9056854
ML81915225,37.3350738,-121.8954952
BA323046555,37.7623728,-122.1992424
ML81958080,37.2794582,-121.9150565
ML81917639,37.3065428,-121.9352935
BA323930694,38.4039146,-122.7383002
SF424051873,37.8322617,-122.2484151
ML81931717,37.3076313,-121.7721863
BA324011007,38.3206002,-122.3233409
BA323008106,38.4047861,-122.2071063
ML81928513,37.2229694,-121.7737925
ML81960464,37.3150313,-121.8201842
41055606,37.3446171,-121.811551
ML81963542,37.2201099,-121.8930591
ML81935349,37.2178434,-121.8515158
41017375,37.3209769,-121.8290827
ML81924652,37.2482482,-121.8156817
ME223031046,38.8381366,-121.2599781
41045214,37.7753076,-122.1937153
41062989,37.838972,-122.2052396
ME223037805,38.6986261,-121.0934383
41054490,37.8719816,-122.0796262
BA323018556,38.4954778,-122.7115056
41015135,37.7486583,-122.1433915
ML81938472,37.3636814,-121.821008
41044966,37.9326254,-122.3559335
ME223014918,38.8805187,-121.3002508
ML81907285,37.2678908,-121.8543571
ML81950608,37.2491329,-121.9037155
ML81956048,37.30784999999999,-121.9417187
CRNDP2403565,37.34867819999999,-121.8157718
ML81944543,37.3048985,-121.8905318
ML81979108,37.3610151,-121.8142801
BA324010857,38.3024911,-122.3167273
ME223057891,38.650476,-121.3411386
ML81952606,37.3451033,-121.8868898
41020108,37.8064215,-122.1834301
ML81966365,37.3942033,-121.8425139
BA324055332,38.43494159999999,-122.5795848
ML81970149,37.2819323,-121.8688845
41021715,37.8944695,-122.2566745
41038036,37.7387661,-122.1690403
ML81952792,37.3094538,-121.971473
ML81951904,37.3814995,-121.8256731
41009542,37.8436497,-122.2460789
ML81977269,37.2191242,-121.882343
41063327,37.810797,-122.2549977
ML81936086,37.7578184,-122.1937392
ML81967401,37.216032,-121.8531814
ML81964246,37.3158017,-121.8460866
41050544,37.8760294,-122.3017145
ML81936581,37.280289,-121.8910138
41057392,37.824135,-122.2538515
ML81938278,37.2906472,-121.7457087
41038411,37.7980228,-122.1762953
41019580,37.8325169,-122.2518071
BA324015829,38.4346263,-122.7978039
ML81964588,37.3924108,-121.8771235
ML81939035,37.2951678,-121.8879367
41049670,37.2970994,-121.8861896
ML81955820,37.2231269,-121.8721078
BA323015058,38.3074159,-122.3129883
ML81975798,37.3019582,-121.7805191
41049132,37.8307507,-122.2717508
41037479,37.746012,-122.1465591
ML81934422,37.3296739,-121.9484786
41038699,37.7783681,-122.1775696
ML81921465,37.29519459999999,-121.8671705
41021864,37.8217878,-122.2563271
BA323903238,38.3294068,-122.3364148
ML81959668,37.3623012,-122.0139106
41050217,37.7375228,-122.1674487
41052434,37.7834946,-122.1927796
41051742,37.878623,-122.088455
ML81952829,37.22121449999999,-121.8660428
ML81975669,37.2978549,-121.9370161
ML81934277,37.4024402,-121.8859048
ML81969244,37.2364893,-121.8457851
ML81946545,37.329276,-121.9151152
ML81969303,37.2943763,-121.9048629
ML81941075,37.2894841,-121.9827627
41054677,37.8391727,-122.2065793
BA324047827,38.3426048,-122.3304641
41025619,37.7677927,-122.1881772
ML81923146,37.3408211,-121.8093296
ML81923226,37.3712963,-121.7998285
41053345,37.7782426,-122.2039031
ME223056994,38.6666487,-121.0585172
41022050,37.9429191,-122.3529941
ML81922114,37.2531373,-121.913885
ML81931798,37.27398549999999,-121.9831003
41031410,37.2433359,-121.913689
41053287,37.8430966,-122.2719062
ME223065541,38.840182,-121.2892587
ML81972546,37.3998103,-121.9219575
ML81965266,37.4064075,-121.8701423
ML81973314,37.288523,-121.758254
ML81973363,37.263212,-121.8689138
ML81914785,37.2824859,-121.9190476
SF424049151,37.7419518,-122.1788093
ML81946112,37.4049947,-121.8386859
ML81963094,37.2920318,-121.8927899
ML81941855,37.3438476,-121.8201108
BA324031311,38.3296841,-122.3268513
ML81933384,36.5915823,-121.6414422
BA323002530,38.3100945,-122.3083316
ML81977387,37.3417064,-121.8692696
ML81951299,37.34326410000001,-121.8977346
BA323900391,37.775835,-122.1697489
41039043,37.788116,-122.1859461
BA323914589,38.3567135,-122.2895605
ML81970457,37.3265151,-121.8736722
41045262,37.27994169999999,-121.9823204
ME223078857,38.7146745,-121.079169
ML81959239,37.3910641,-121.8352925
ML81912628,37.3328618,-121.944664
41069928,37.7519968,-122.1236607
41006196,38.3317983,-122.3308288
41033276,37.7854556,-122.1772742
41032107,37.7904913,-122.2150753
41036849,37.974768,-122.483184
ML81961398,37.2270033,-121.9574186
BA324039549,38.3015128,-122.3414646
41018821,37.8534836,-122.2536939
ML81909898,37.24481919999999,-121.8186275
ML81958151,37.8936393,-122.269624
41020676,37.807945,-122.2535418
ML81913528,37.2565564,-121.9256658
41042235,37.8605071,-122.2523869
ML81948125,37.2480482,-121.9023896
ML81923940,37.2482047,-121.8072959
41040532,37.7889526,-122.2015888
41044593,37.7671157,-122.1848811
ML81911088,37.396351,-121.8654606
ML81948867,37.3882569,-121.8345112
ML81931564,37.3732579,-121.8240637
ML81917123,37.3844635,-121.8290076
ML81959857,37.2434925,-121.904837
ML81952432,37.3381681,-121.8957848
ML81957091,37.2485195,-121.811976
ML81918801,37.3733217,-121.8242354
ML81917593,37.2496559,-121.8169256
ML81951936,37.3179464,-121.929038
ML81964913,37.3380114,-121.8753919
ML81910191,37.3415529,-121.7904196
41025594,37.2658197,-121.8236383
41050835,37.8115165,-122.2330895
41029621,38.3325774,-122.3305956
41049074,37.7728248,-122.1751572
ML81938467,37.2336797,-121.9662362
ML81941012,37.3018494,-121.9995836
ML81938420,37.2913856,-121.9208218
CL24363591,36.778261,-119.4179324
41018539,37.8633544,-122.2597799
BA323923765,38.1100788,-122.5767475
41039556,37.7967768,-122.2182676
41029637,37.8473972,-122.256757
BA323918999,38.3276243,-122.3313036
SF423732410,37.7795049,-122.2109596
41028483,37.8399228,-122.2173507
ML81957466,37.3796606,-121.8759594
41027221,37.7958497,-122.1922458
41058197,37.8122601,-122.283668
ML81963639,37.3077421,-121.9548589
ML81916309,37.2688718,-121.841495
ML81970177,37.3166924,-121.9330093
ML81961726,37.227673,-121.8637938
ML81958415,37.2877354,-121.8330845
41019429,37.8023481,-122.2300042
ML81911445,37.3520636,-121.8059027
ML81958221,37.41160660000001,-121.8514207
BA324005986,38.4883625,-122.6989269
BA324050321,38.30291680000001,-122.336819
ML81925861,37.416266,-121.8702772
BA324045511,38.2930307,-122.2834963
ML81925906,37.37016,-121.8083064
BA324053153,38.4293261,-122.796455
41059857,37.7929873,-122.1849151
41058637,37.8586761,-122.0699075
ML81964056,37.3399223,-121.89438
41061688,37.8257469,-122.1958974
CRNP23103227,36.778261,-119.4179324
ML81932741,37.3972215,-121.8587909
ML81920897,37.2557898,-121.916644
41024031,37.8890405,-122.2550119
ML81969761,37.7993236,-122.2373152
BA324002563,38.2441263,-122.3165514
41053194,37.8623094,-122.0704581
ME223085563,38.8377031,-121.26901
ML81957780,37.3058659,-121.9467111
41053441,37.8320677,-122.2726821
ML81966250,37.26460429999999,-121.8753685
ML81974364,37.2652368,-121.8924967
41032987,37.7893421,-122.1790174
ML81939147,37.2573547,-121.9530041
41029449,37.8564357,-122.0650357
CRTR23130718,36.778261,-119.4179324
ML81943244,37.3163833,-121.8968605
41029727,37.7804026,-122.192901
41005453,37.7616069,-122.1873944
41018409,37.8131708,-122.2268988
ML81964571,37.2464184,-121.9377101
41059018,37.7837864,-122.1922314
ML81953237,37.2870611,-121.9004123
ML81937312,37.3896696,-121.8167022
ML81960311,37.2248672,-121.7653766
ML81965996,37.2999595,-121.9061208
41023596,37.7532151,-122.173087
BA323000965,38.3418599,-122.258134
ML81943335,37.2653883,-121.9141353
41023709,37.7592795,-122.1394611
ML81915275,37.2387328,-121.8460935
ML81915170,37.3432137,-121.7923555
41025338,37.8876201,-122.2788598
41041539,37.7698808,-122.190199
ML81956358,37.413228,-121.9599242
BA324003908,38.4934918,-122.7061148
41034382,37.8017717,-122.2343013
41016648,37.7959667,-122.2058269
41049588,37.7759293,-122.1393683
41066553,37.7904346,-122.2102499
ML81965750,37.3324052,-121.9201773
41054859,37.87054240000001,-122.0805769
CREV23053340,36.778261,-119.4179324
41049766,37.8726556,-122.081492
BA323013477,38.0518635,-122.5078209
41058113,37.8065066,-122.2846741
41030319,37.763401,-122.1830863
41042294,37.8391382,-122.1908239
41035739,37.8072099,-122.2130689
ML81967674,37.2565833,-121.8219948
ML81928359,37.25085139999999,-121.9394672
ML81957724,37.2718199,-121.9139842
ML81968718,37.3300798,-121.8350265
CL23264821,36.778261,-119.4179324
ML81965928,37.3455695,-121.8669942
41041705,37.77545569999999,-122.2184473
41030792,37.8297808,-122.1943277
ML81972403,37.2732148,-121.9044407
ML81917470,37.3545132,-121.8050347
ML81930561,37.2962289,-121.755078
41015119,37.8425204,-122.2223517
BA323016888,38.49211,-122.7166059
ML81929303,37.2259615,-121.7853414
ML81918009,37.344648,-121.900354
41034970,37.8651155,-122.0730448
ML81956298,37.325454,-121.780303
ML81952457,37.279448,-121.857948
BA324012101,38.4559375,-122.7730707
ML81939294,37.3541604,-121.8573271
BA324023039,38.4505837,-122.6783965
ML81968152,37.7706977,-122.1631822
ML81920033,37.237523,-121.9498607
ML81950253,37.3444786,-121.8148236
41036026,37.9422345,-122.3162216
41008914,37.7772203,-122.1895818
41038067,37.77325510000001,-122.1388136
ML81949076,37.32155770000001,-121.8444697
ML81961752,37.8138486,-122.247298
41038014,37.8222017,-122.2784133
ME223077692,38.7762926,-121.2087442
ML81973436,37.2806737,-121.8666679
ML81948382,37.294454,-121.753523
ML81935151,37.2360551,-121.9580709
CL22223393,36.778261,-119.4179324
41061281,37.8559519,-122.2851609
ML81912375,37.292912,-121.75516
41052311,37.7611865,-122.1806274
CRSW24133368,37.2056314,-121.8329874
ML81926339,37.2288217,-121.9659288
BA323004613,38.3000269,-122.3166441
SF424033631,37.3906717,-121.8622533
ML81967482,37.2445953,-121.9010755
ML81930947,37.3869266,-121.8783809
41034226,37.7726926,-122.1869833
ML81933487,37.3019926,-121.9913003
ML81917396,37.2414662,-121.885752
41041213,37.8696781,-122.0763798
41029711,37.7808855,-122.2029817
ML81962301,37.2383886,-121.8297485
ML81955657,37.2993264,-121.8052857
41041980,37.7786585,-122.1793611
ML81957928,37.3086604,-121.78315
41063488,37.8789407,-122.0842762
ME224025629,38.6292411,-121.04428
ME223075781,37.2683788,-121.9082902
ML81968818,37.2732734,-121.8442233
41060218,37.8417118,-122.2780065
SF423913040,37.8477734,-122.215086
ME224027770,38.8426015,-121.275172
CRNP23118934,36.778261,-119.4179324
ML81977517,37.2773641,-121.9030847
ML81949039,37.395902,-121.8678118
ML81948148,37.3340778,-121.909478
41046682,37.8039338,-122.2975675
41065771,37.8891488,-122.2805421
BA324044515,38.3155207,-122.3262374
41056494,37.7571476,-122.1502762
ML81956708,37.296987,-121.9774276
41001547,37.9138883,-122.0579349
ML81973246,37.2698518,-121.8419554
ML81917505,37.3209903,-121.9308739
CRNP24149879,36.778261,-119.4179324
ML81924758,37.3691708,-121.8015732
41018353,37.9842697,-122.3537901
41048338,37.8642559,-122.0784859
BA324037402,38.336307,-122.3081163
ML81965285,37.3414903,-121.8094529
ML81942844,37.20026980000001,-121.8290908
ML81918578,37.2707745,-121.8943929
ML81954214,37.3043876,-122.0157789
ML81944271,37.2582998,-121.8918569
ML81924780,37.2357797,-122.0181619
BA324058151,38.3444989,-122.2584775
41063037,37.757684,-122.1727015
41039638,37.3151972,-121.8297814
41051117,37.7463687,-122.1440131
41056198,37.7631264,-122.1622763
CROC24017985,36.778261,-119.4179324
ML81939714,37.1988691,-121.8277785
41060491,37.312462,-121.8348556
41063612,37.3785124,-121.8417241
ML81948292,37.3094322,-121.9724113
41018000,37.8614709,-122.073336
ML81963199,37.2460049,-121.9159667
ME223040294,38.8295879,-121.2758471
ML81951397,37.2781125,-121.8568301
ML81961857,37.27656580000001,-121.9050133
ML81957975,37.3351609,-121.9424698
41031299,37.8141859,-122.2062316
41034559,37.7710466,-122.1799832
BA324029894,38.3394879,-122.2595821
CROC23164302,36.778261,-119.4179324
ML81941332,37.194127,-121.832622
ML81920380,37.238261,-121.8085301
ME223111300,38.8797367,-121.3057153
ML81956193,37.2057131,-121.8729384
ML81975462,37.2592328,-121.9145372
41025156,37.788379,-122.1759835
ME224042277,37.224951,-121.7892393
41051237,37.8356544,-122.2264936
41067660,37.7914536,-122.2147867
41060002,37.8129446,-122.2260552
41022284,37.8033879,-122.2182953
BA324037254,37.9722156,-122.4951079
41057401,37.78451039999999,-122.1660285
ML81922238,37.2281697,-121.8924113
ML81962082,37.29350489999999,-121.7456518
ML81957666,37.3125952,-121.9216886
ML81956826,37.2820318,-121.8268767
41066813,37.8009553,-122.2086161
ML81915927,37.2980676,-121.8101773
ML81946081,37.2627273,-121.9637747
ML81937684,37.2395779,-121.8215026
41024103,37.8265938,-122.1999058
41057331,37.8782843,-122.278695
ML81974050,37.2948285,-122.0109043
ML81914211,37.2361324,-121.7554397
BA322098468,38.4540362,-122.7523226
ML81944388,37.3268363,-121.8006295
ML81939720,37.3112845,-121.9161637
ML81906153,37.2855745,-121.743647
ML81962461,37.3531581,-121.8823276
ME223094731,37.3344066,-121.8336104
CRPI23206146,36.778261,-119.4179324
41048415,37.796166,-122.1919841
ML81967312,37.2441343,-121.9508966
ML81907949,37.218194,-121.7670316
ML81949681,37.28307909999999,-121.7529801
BA323916988,38.235327,-122.3130769
BA323023620,38.4952512,-122.7074909
41068732,37.8151088,-122.2339282
41068744,37.8106982,-122.2289825
BA324011226,38.505315,-122.7519127
41052906,37.8444571,-122.281588
ME222134046,38.7137096,-121.0893778
41046709,37.94545189999999,-122.349974
41055603,37.8141234,-122.2326203
ML81915581,37.3341104,-121.7864267
ME223063031,39.1695028,-121.0217771
41062671,37.7477726,-122.180505
41051914,37.8931243,-122.2573898
ML81946645,37.2593254,-121.9113999
BA324058042,38.4722586,-122.6550525
BA323906902,38.444509,-122.6603042
41017528,37.8353186,-122.2145363
ML81931924,37.222214,-121.8593194
ML81930778,37.3255533,-121.788559
41049879,37.7901892,-122.216787
ML81944848,37.2349371,-121.809212
CL24388123,37.319234,-121.8956132
41049707,37.7985605,-122.2458589
BA324026507,38.4605678,-122.7959758
ML81934079,37.7285401,-122.1746084
BA324018549,38.3306084,-122.3229159
ML81968714,37.3467541,-121.8195989
41026444,37.79280809999999,-122.2067738
ML81950107,37.24278109999999,-122.021922
ML81943267,37.24750909999999,-121.9177835
41031146,37.78417049999999,-122.1966888
BA323030597,38.2949541,-122.2921299
ML81961922,37.3153573,-121.9837745
ML81974186,37.2609888,-121.8125155
ML81922257,37.313325,-121.875728
41051383,37.3780688,-121.8175006
ML81970621,37.3246316,-121.7827143
ML81934471,37.3508693,-121.805483
ML81966821,37.3513898,-122.0448242
41036089,37.8384658,-122.2742834
ML81954253,37.3432351,-121.8671794
BA323041932,38.033531,-122.58053
ML81960098,37.2290969,-121.7703218
41056641,37.795758,-122.1981187
ML81964731,37.3899941,-122.0249323
41045523,37.9031107,-121.7353483
ML81924430,37.3110458,-121.9188276
41044480,37.7440861,-122.1661766
41020474,37.78462469999999,-122.2193334
41030313,37.7610919,-122.1450152
ML81960034,37.2258106,-121.8995433
41067950,37.8902481,-122.2642433
ML81949543,37.3761354,-121.8672395
ML81965823,37.3345364,-121.7920744
ML81972291,37.3823716,-121.8062807
CRNP23004103,36.778261,-119.4179324
BA323014914,38.3148865,-122.3272835
ML81956857,37.250387,-121.8160381
BA324021199,38.3012103,-122.2900599
41060473,37.8847808,-122.051342
CRCV24045452,37.2847775,-121.8523057
ML81919409,37.2421225,-121.8522235
ML81949688,37.3634168,-121.8445921
ML81953448,37.4065676,-121.8543379
BA323025825,38.47736099999999,-122.7164861
ML81913920,37.3859341,-121.8136888
BA323011902,38.0090084,-122.5219118
41039487,37.8420599,-122.2269948
ME223027218,38.837382,-121.2605407
41053880,37.8589105,-122.0729658
ML81953138,37.2745901,-121.9889626
ML81963173,37.271825,-121.9097095
ML81950902,37.3099597,-121.7871375
41043644,37.843081,-122.2636288
41018413,37.808507,-122.3001325
ML81973563,37.2336685,-121.9228386
41055053,37.8794862,-122.0790058
41032744,37.8758993,-122.3016542
41026718,37.7669229,-122.1832202
ML81951186,37.3590277,-121.9124151
41025199,37.8442421,-122.2426086
CRPF24080147,37.3415115,-121.8748758
ML81916127,37.3917004,-121.9881601
ML81936824,37.3307715,-121.9452446
ML81959152,37.3594601,-121.986211
ML81974792,37.381307,-121.8390233
ML81955123,37.2606383,-121.7971263
ML81913171,37.3890329,-121.835244
SF422713288,37.2783581,-121.8306887
ML81915741,37.345756,-121.8751932
41043094,37.3063876,-122.0165447
ME223053600,38.8935383,-121.3280553
41047962,37.7575106,-122.1423379
41059138,37.7953327,-122.1937943
ML81952309,37.3447652,-122.002155
41045259,37.7585808,-122.1822308
ML81955193,37.280667,-121.9852452
41052957,37.824931,-122.2109181
ML81935581,37.3905216,-121.8744413
ML81969216,37.26359679999999,-121.8890849
ML81940023,37.2624174,-121.9151304
ML81970737,37.2194153,-121.8499835
ML81970588,37.2804049,-121.8843955
ME224041251,38.6775361,-121.0387837
41039136,37.8088341,-122.2322702
ML81935264,37.2756666,-121.9285893
ML81962614,37.2509543,-121.9905903
BA323911414,38.3224659,-122.318006
ML81916630,37.2963679,-121.9848097
SF423917826,37.767599,-122.1607901
41036567,37.8512322,-122.06107
41043091,37.7783542,-122.2039208
41014770,37.8752365,-122.0826896
BA323029594,38.4803858,-122.7607679
ML81940728,37.2728864,-121.9896929
41042033,37.7878244,-122.1888838
ME222139032,38.6838398,-121.0861317
BA324019399,38.4733686,-122.6830216
ML81912832,36.6828642,-121.5979737
ML81923548,37.38221230000001,-121.8159445
ML81946718,37.20999279999999,-121.8286156
41032547,37.8076741,-122.2058746
ML81961809,37.2415901,-121.7876957
SF422709249,37.7987463,-122.2291349
ML81920272,37.3712831,-121.8622826
41013210,37.832699,-122.1856572
ML81942700,37.350408,-121.890868
ML81951633,37.261519,-121.8608693
ML81947862,37.3366802,-121.7873083
ML81912151,37.2956934,-121.9067745
ML81936775,37.3344514,-121.8876043
41036315,37.9106701,-121.7229546
41023696,37.8435201,-122.2450081
