MLS No,Latitude,Longitude
ML81959077,37.2236173,-121.870079
ME224008701,37.7066756,-121.4385444
ME223118070,38.0274581,-121.307971
ME223024329,37.6728416,-120.9533016
ME223057575,38.4050625,-121.3512935
ML81939292,37.3170165,-121.8831601
41030907,37.6846209,-121.7937738
ML81938074,37.3265549,-120.5266103
ML81924466,36.6907669,-121.6613104
ML81923872,37.2412551,-121.8469539
ME224055081,37.2771705,-121.8921816
BA323017475,38.3696991,-121.9418271
BA323050587,38.2683536,-122.0502529
41045729,37.5569094,-122.0287277
41043791,37.9863513,-122.3567558
ME223005174,38.0178889,-121.3057371
41049145,37.631617,-122.1052706
ME223041198,37.9990653,-121.2830511
ME224019919,37.277434,-120.495858
ME223031989,37.6564408,-120.9680077
ME224041182,38.0003711,-121.3405038
ME224024475,38.4087993,-121.3716178
ME223029497,38.3852606,-121.3910675
41032564,37.92586480000001,-122.3403179
ME224066285,37.6614195,-120.9995488
ME222135368,37.9871001,-121.3488659
ML81908450,37.3699902,-121.8014304
ME223031776,38.4005347,-121.3415184
BA322093644,38.4777064,-122.7547088
ME223080529,38.756259,-121.360019
BA323033961,38.2703262,-122.0486994
ME223103536,37.9652999,-121.3477455
BA324051210,37.9339203,-122.3295585
ML81947004,36.6655769,-121.6796641
ME223076089,38.5822527,-121.3061356
ME224007448,38.746675,-121.316199
ME223086766,38.4467233,-121.3774997
BA322102867,38.3702679,-121.9434225
41049903,37.700139,-121.4687679
ME223038381,38.3949718,-121.4064739
ME224046260,37.970211,-121.2808538
ME223022409,37.6728446,-120.9837111
ME223064939,37.6716783,-120.9506349
41008347,37.5274227,-121.9928112
41031877,37.5830856,-121.9907062
ML81919234,38.7895673,-121.3942343
ME223069955,38.00455,-121.2994927
ME223036609,37.7462121,-121.4541365
BA324047834,38.3482786,-121.9559542
ML81952455,37.542393,-122.3050073
BA323051932,38.4376722,-122.6887291
ME223071937,37.6328765,-120.9725473
ML81958089,37.3489138,-121.8323594
41041751,37.9310538,-122.3363399
41040325,37.6897357,-121.7921396
41056367,37.7567988,-121.4371587
ME223012196,37.7395818,-121.4260018
ME224012985,37.6976348,-121.0566721
ME223098916,37.7852042,-121.2444778
ME222145260,38.6898917,-121.307559
41047551,37.6181146,-122.031627
ML81972087,37.5676888,-122.0624102
ME222141892,37.7020719,-121.0262766
41055516,37.678691,-121.7586771
ML81934947,38.350655,-121.9373783
ME223065656,37.6137034,-120.9623235
ME223028082,38.4114931,-121.4680829
ME224013736,38.7644752,-121.3167433
BA323022415,38.0853227,-122.2390946
CRSR23022862,37.3282511,-120.4447854
ME222148562,37.6876229,-121.0312089
41055085,37.6864587,-121.727909
ME223112091,37.2913493,-120.4567917
ME224067675,37.7838429,-121.227754
ME223028673,38.0145007,-121.2845532
ME222113196,38.733412,-121.3759166
ME224068618,37.6665528,-121.0067874
ME223106340,38.7752696,-121.2777216
41039050,38.4051119,-121.9422991
ME224033054,38.7912948,-121.3541157
ME224016299,37.9689572,-121.2915816
ME223106640,38.7832183,-121.2960938
ME223109086,37.9623301,-121.2975848
ME224064248,38.54295550000001,-121.2419097
ME224062370,38.7756105,-121.3537834
ME223083182,38.759815,-121.380114
41033051,37.657915,-121.0468878
ME224033956,38.7767528,-121.3916285
ME223059727,38.41034,-121.3554075
41036834,38.264689,-122.0141265
ME223086598,38.7750561,-121.3536677
ME224022832,37.7021997,-121.0338747
ME224066868,37.7015359,-121.0379937
41023130,37.9984099,-121.2803375
SF423727525,37.9538825,-122.3657542
41040881,37.6194081,-120.9695919
ME222116874,38.393567,-121.4331053
ML81950564,37.52886609999999,-122.2944328
41055937,37.75629869999999,-121.4214885
41018086,38.0883064,-122.2409808
ME223053623,37.9764121,-121.3344926
41039386,38.0133539,-121.2930305
ME223109118,38.760178,-121.379544
ME223041563,38.8003042,-121.3290204
ML81920568,37.55100789999999,-122.3218364
ML81934308,37.5323379,-122.3163141
ME222088918,38.0395031,-121.3643705
ME223029465,38.5540356,-121.212149
41020972,37.9482977,-122.3510537
ME223117341,38.7687732,-121.3174117
BA323025374,38.4808708,-122.7540337
ME223031270,38.67318650000001,-121.282751
41015302,37.9011157,-121.2951475
ME224077421,37.9686735,-121.3027313
ME223026419,38.0204039,-121.3448037
ME224001188,37.675837,-120.9353741
BA324043089,38.469748,-122.6656544
ML81971730,38.404925,-121.4100258
ME224025993,38.7486981,-121.2729402
ME223116882,38.78333,-121.3219438
ME223034566,37.9778387,-121.3503357
ME223110214,37.6042557,-120.9987408
ML81917847,37.2498872,-121.8488568
ME224055040,37.7854483,-121.242176
ME223002368,38.7521818,-121.3569857
ME222142190,37.9906946,-121.29224
ME224002621,38.7390177,-121.275875
ME223069484,38.5926287,-121.3121776
ME223092113,38.5589122,-121.2158986
ME223056661,38.7848154,-121.3567885
ME223038893,38.7573893,-121.3361338
ME224032535,37.6666356,-120.9528313
ML81972108,38.2645293,-122.0264517
ME223058012,37.675678,-120.9238665
ME223048659,37.6506676,-120.9864508
ME223102541,37.8282146,-121.2101777
ME224071941,38.7059439,-121.3190631
ML81950280,37.29257370000001,-120.4568033
ML81951070,37.2750289,-121.9895946
ME224020855,38.757689,-121.377793
ME223085979,37.9000868,-121.3233907
ME222144948,37.6545423,-120.9958529
ME224077883,38.8038712,-121.3462765
ME223062496,38.8004701,-121.3217011
ME223083278,37.6037786,-121.0185369
ME223075865,38.6983145,-121.3132754
41063824,37.5263133,-121.9721116
ME223030308,37.987777,-121.3625829
ML81943129,37.3395292,-122.0225576
41017635,37.6838962,-121.7464686
41036418,37.9442495,-122.3614199
ME223117021,38.051634,-121.27318
ME224074818,37.69004109999999,-120.988574
ME224025023,38.050292,-121.271255
ML81953620,37.3574794,-122.0400267
ME224019794,38.5774428,-121.2873338
ME223111662,38.0289106,-121.313347
ME223000212,37.6324007,-122.0806579
ME224003254,38.7748767,-121.3942551
ML81927135,37.5353033,-122.2850124
ME223043090,38.730453,-121.375556
ME224058661,38.7815049,-121.3328992
41036035,37.624666,-122.0577545
ME223005444,38.433064,-121.4272469
ME224035438,38.0311313,-121.3280106
ME223114503,37.5984077,-121.005965
ME222146058,38.7086191,-121.2522726
BA323904977,38.2684285,-122.0131622
ML81938778,37.3102164,-121.7692253
ML81920772,37.6479008,-122.0832776
41027922,38.6888114,-121.2796338
ME224001751,37.6415344,-120.9515485
ME224002881,38.7797573,-121.299846
ME224070984,38.7872436,-121.3533373
41062776,38.4016786,-121.3462396
CRMC24130550,37.3351088,-120.4571385
ME224023065,38.8051167,-121.3532172
ME224041228,37.7225778,-121.4216119
ME223031621,38.0509953,-121.2671855
ME223076794,37.7711114,-121.2376421
ML81914480,36.7089904,-121.6344086
ME224041155,38.4005363,-121.4773096
BA322100184,38.5131705,-122.7539765
ML81948486,37.6330642,-122.0802208
ME223008634,38.7784363,-121.3405165
ME223001787,37.68794949999999,-120.9318338
41056668,37.6835798,-121.797651
ME223081083,38.048279,-121.400838
ME223102130,37.8193981,-121.2504192
ME223014850,38.02620400000001,-121.3064314
ME223031707,38.3792132,-121.4076045
BA323929135,38.1524292,-122.2601235
ME224007749,37.6473216,-120.9685187
ME223089067,38.58804,-121.2539228
ME223022819,38.0240039,-121.2615779
ME223005904,38.3797726,-121.4184448
ME224048220,38.808599,-121.3481281
ME223075918,37.67575009999999,-120.9817281
ML81962815,37.2249538,-121.9012284
ML81916248,37.4191175,-121.8605245
ME223093975,37.7460716,-121.4656277
41024131,37.6253398,-122.0868026
BA324050386,38.3685383,-121.9492441
ME223016245,37.7271793,-121.4526253
ME224022812,38.412594,-121.4186808
ME224050804,37.686928,-121.0311354
ML81952958,38.748831,-121.2376312
ML81933735,37.7037939,-121.4413443
41022428,37.7739204,-121.2745479
ME223005306,37.6145484,-120.968094
ME222118569,37.9652631,-121.2348986
ML81951762,36.6713137,-121.6744651
41063883,37.6274439,-122.0716342
ME223008357,37.9749809,-121.300013
ME223073612,37.5361395,-121.9857799
ME222136231,37.990204,-121.3280322
ME223039356,37.6829813,-120.9312187
ME222142556,38.7993219,-121.391842
ME224066237,38.4170957,-121.4141372
ML81969296,37.3640592,-122.0162864
ME223079694,38.7749122,-121.3989446
ME223032472,38.791906,-121.391454
ME222103590,38.3834547,-121.4270335
ME223059180,38.4095847,-121.4620615
ML81948890,37.2293224,-121.9017832
ME223090407,37.649836,-120.9912543
BA324047890,38.3335674,-121.9808929
ME222118355,38.0494097,-121.2724273
ME223060743,38.7579834,-121.3471716
ME223020472,37.9707483,-121.2642443
ME223118294,37.5481514,-122.0207845
41039907,37.7895011,-121.23577
BA323029065,38.3301199,-121.9687335
ME224031714,37.9620014,-121.3390214
41030357,37.5477819,-122.0183742
BA323918236,38.33599410000001,-121.9748649
ME222141518,37.6191064,-121.0150088
ME223032127,38.3952075,-121.4302593
ME223108448,38.744534,-121.314256
ME223022158,38.6838603,-121.2812336
ME224075562,38.4188565,-121.4095394
BA323019959,38.0981659,-122.2147091
ME223012831,38.0413352,-121.352591
ML81933323,37.2040621,-121.8522625
ME224037005,38.0009592,-121.3437476
ME223003135,38.0519057,-121.3859438
41058828,37.6831668,-121.758409
ME223013219,38.4019424,-121.3726761
CRMC23179705,37.3288142,-120.4390892
ME223044922,38.3864522,-121.4145555
ML81913319,37.6983886,-121.4464867
ME222146099,37.7200649,-121.4668587
ME224033283,37.9301115,-121.2919275
ML81924481,37.5707069,-122.3171514
ML81940518,37.3368755,-121.8359557
ML81920263,37.3783067,-121.8427854
41032959,37.9234307,-121.2948494
ME223071144,38.7703385,-121.3402745
ME224075330,38.3915976,-121.3689066
ML81931236,37.2245092,-121.8521358
ML81939611,37.3070391,-121.8092401
41039776,37.98729900000001,-122.351691
ME223024483,37.6059328,-120.9805825
ME224062207,37.6728957,-121.0148409
BA324024905,38.3729053,-121.9474808
41041041,37.6384097,-122.0855887
ME224002935,38.3855732,-121.4288886
41034628,37.6973493,-121.4397219
ME223095180,37.6281052,-121.0043803
ML81960275,37.2326948,-121.8666461
ML81923105,37.5784432,-122.3116337
BA323008284,38.3436522,-121.9746766
ML81964718,37.29901359999999,-122.0252948
ML81950181,37.3985653,-122.0041801
ML81948583,37.6477583,-121.0461015
ME223005630,37.6336752,-121.0203035
ME224034216,38.4281635,-121.3571138
ME224012884,37.83744009999999,-121.2404266
ME223093054,38.7841157,-121.3477617
41059768,37.676593,-121.7661003
41014567,38.1069275,-122.2340888
ME223021373,37.769587,-121.2684325
ML81973429,37.290547,-121.804039
ME223069262,37.6112702,-121.0371948
ME223003391,38.7834834,-121.3878078
ME223069826,38.558236,-121.192388
ME223002711,37.645764,-120.9760255
ML81976183,37.2029131,-121.8426793
ME224083162,37.9673631,-121.3354632
41055008,37.6604406,-122.1114252
ME223032400,38.0509739,-121.267972
ME224004449,37.666036,-120.9176284
ME223036071,37.6474366,-120.9028769
41022277,37.9043876,-121.2916117
ME222129791,38.7693064,-121.3271254
BA324014736,38.3577331,-121.9923881
ME223004855,38.0521281,-121.2722708
BA323017770,38.339228,-121.9880417
ME223056493,37.7840613,-121.2816191
ME224010324,38.730334,-121.362488
41014693,37.6531813,-122.0926302
ME223074883,38.7904838,-121.3687884
BA323019408,38.2637965,-122.0286836
41043985,37.6734213,-121.7912795
ME224012714,38.4389353,-121.3776369
ME223107910,37.6731395,-120.9463764
41014064,38.39358199999999,-121.3445117
ME222150052,37.6396333,-120.935324
ME223030033,38.41555049999999,-121.4144787
ME223115988,37.9712234,-121.3483531
ML81930516,37.5551428,-122.314108
ME223054824,38.04580199999999,-121.3964
41026379,37.8351286,-122.2049303
ME223006312,38.3987257,-121.3488598
BA323015819,38.2808643,-122.0078716
BA324029182,38.463824,-122.7145881
ME224047838,37.9923049,-121.3355858
ME223088109,37.9364199,-121.2802087
ME222150530,37.9654568,-121.2766892
ME224033303,37.6764808,-120.9332655
ME222147287,38.4124989,-121.34212
41016761,37.2883718,-121.9075872
ME222124487,37.6773972,-120.9774353
ME223070523,38.4520197,-121.3819496
ME224062378,37.9984061,-121.3385374
ML81943143,37.3253527,-121.829264
ME224076713,38.4290257,-121.4364753
ML81924314,37.2680433,-121.9004174
ML81940379,36.6546375,-121.6477166
ME224057397,38.4316244,-121.451351
ME224025550,38.4320631,-121.4531505
41043307,37.98281619999999,-121.2701263
ME224065335,38.7736581,-121.3743176
ME223109002,37.9809784,-122.3127542
CRSN23192218,38.4684478,-122.7379228
ME224015286,37.643782,-121.0286705
ME223075442,38.7733538,-121.3955009
41055611,37.2541777,-121.8343271
ME223047816,38.730329,-121.374851
41036353,37.987924,-121.343206
ME224054997,38.7000925,-121.3248762
BA322075563,38.4219554,-122.5799397
BA324036243,38.4455633,-122.6909582
ME223046162,38.8045436,-121.3667224
ME222149500,38.0265154,-121.2890338
ME223109256,37.7222966,-121.7300769
CRMC23134747,37.2924548,-120.4575296
ME224028321,38.7986554,-121.3629176
ME223080596,38.790578,-121.2996612
ME223103424,38.6864377,-121.2854025
ME224073255,38.0350542,-121.3351317
ME223064423,37.6806191,-120.9772966
41025131,37.6705852,-121.8016497
41025615,38.1050134,-122.2361328
ME224008024,37.6643833,-120.9094737
41020328,37.5139558,-121.9733897
ML81917180,37.3653982,-122.0510931
ME223029418,38.0521249,-121.27189
41034486,37.914957,-122.3208304
ME223108561,38.7908824,-121.2830733
41026067,37.6295496,-122.0663091
41048072,37.7362415,-121.4681267
41066484,37.5894846,-122.0575769
41022364,38.0535847,-121.3885219
41029891,37.8134945,-121.2024538
ME223106717,37.7013023,-121.0328738
ME224021955,37.640555,-120.9891737
ME222105658,37.7763262,-121.2421597
ML81941741,37.53639709999999,-121.9642825
41050315,37.3796153,-122.0306555
ME223061431,38.4178067,-121.465385
ME223096775,37.9819094,-121.3049259
41049995,37.9292734,-122.3614029
41044651,37.7900502,-122.2270801
ME223093151,37.9633945,-121.3267976
ME224038292,38.4047464,-121.3401126
ME223113161,38.3845302,-121.4270785
ME223004160,37.6798551,-121.0207658
ME223018022,37.6848877,-120.9384635
41054067,37.5520813,-122.0209894
CRMC23098992,37.33589570000001,-120.4560788
ME224050271,38.734637,-121.2788168
ME223118109,37.974023,-121.3408505
ME223076375,38.7544152,-121.2966664
41016614,37.5216189,-121.9745695
ME224020934,38.5547897,-121.1888414
BA323027357,38.254952,-122.0257141
41038186,37.6827425,-121.7427107
BA323036122,38.4385752,-122.675034
ML81905144,37.3443618,-121.8043176
ME223017234,38.749868,-121.2954782
CRMC24135022,37.2941806,-120.460888
41026199,37.752968,-122.1573391
CRMC23152245,37.301978,-120.4492847
ME224066890,37.7379446,-121.4447474
ME223033288,38.69176909999999,-121.2675808
ME222146814,38.5574956,-121.2274684
ME224057191,38.6727441,-121.31394
ME223017843,38.7683063,-121.2788789
ML81912446,37.3058052,-121.9431671
ML81968496,37.3904101,-121.8638667
ME224043172,37.968251,-121.3038726
ME223076012,38.797664,-121.3388212
ME224064737,38.406553,-121.3584439
BA323013542,38.2445536,-122.0554488
ME223042227,38.4021816,-121.4806534
ME224059434,37.698721,-121.4657241
ME222142223,37.990773,-121.291916
ME224005853,38.3983475,-121.3366458
ME222110578,38.8043877,-121.3709782
BA322104604,38.06658280000001,-122.2006895
ME224011603,38.7245764,-121.2657637
ME223018210,38.7580654,-121.2867447
ME222150099,37.6494483,-120.9047266
ME223023315,38.7683399,-121.350822
SF423757447,37.9412438,-122.3378061
ME223070802,38.3792208,-121.4068211
ML81927217,38.0461608,-121.3392181
ME223067780,37.8020348,-121.200053
ME223087664,37.9119603,-121.2798703
ME223002866,37.7768924,-121.2068995
ME224010784,38.7848178,-121.3224838
CRMC24016243,37.3386697,-120.4534509
ML81922583,37.2818351,-121.9040405
ME223072942,38.77443,-121.3437433
SF423717125,37.818297,-122.245204
BA324001749,38.2678027,-122.0567643
ME223017567,38.0400176,-121.3513181
ME224027686,38.4183242,-121.3732594
ML81965918,37.5361492,-122.3158688
ME223080297,38.798915,-121.375151
41056541,37.6494366,-122.0943134
ME223007829,37.7520563,-121.4411836
ME223060110,38.3879252,-121.4152478
41017051,37.5589357,-121.9966672
ME224009388,38.7718991,-121.3900482
ME223085441,38.5953687,-121.3060645
ME223093308,37.6002602,-121.0104612
ML81947718,37.908681,-121.2980557
ME223003995,38.8038437,-121.3660285
ME223083806,38.7850913,-121.3389771
41037874,37.6544423,-122.0642417
CRMC24077643,37.319835,-120.4564493
ME223056522,38.3873662,-121.4097126
ML81932124,37.2269811,-121.894977
ME223069820,37.6640668,-120.9322208
ML81937595,37.3710755,-121.8349771
ME224014121,38.0247221,-121.3195586
ML81970221,37.2974711,-122.0193337
ME223032022,38.7067921,-121.3064484
ME223099446,38.7572043,-121.3524815
ME224065186,37.7362426,-121.4661565
ME224075176,38.4446425,-121.3703906
ME223071856,37.9949879,-121.2849911
ME222121762,38.0443763,-121.3410508
ML81956952,36.681378,-121.631992
ME224068993,37.6590344,-120.9172937
ML81918325,37.3280811,-121.7703709
ML81921015,37.2228245,-121.9020844
ME222135921,37.7055692,-121.4407576
ME223071366,38.79130809999999,-121.2819228
ME224049630,38.770022,-121.3596571
ME224073870,37.9659713,-121.2599317
ME223091971,38.7557187,-121.3282398
ME223111075,38.4161317,-121.3689452
ME223015463,37.9335675,-121.2604372
ML81922964,37.3403905,-122.0126932
ME223078187,38.7848016,-121.3384148
ME224037586,37.999377,-121.3041877
ME224025546,37.99180560000001,-121.3595961
ME224073459,37.9864591,-121.301016
ME223095491,38.6265613,-121.2669509
ME223114169,37.2825847,-120.4332076
41047887,37.6606692,-120.9705446
ML81961724,37.3633287,-122.0446822
ME223073893,37.64241,-120.9575377
41022433,37.775156,-121.272484
ME224013180,38.7573116,-121.3701622
ME223115741,38.74416799999999,-121.31492
ME224065390,37.9145571,-121.3145373
ME223006905,38.7673627,-121.3847071
ME223010794,37.9654091,-121.3091916
ME224015568,38.4192822,-121.3582185
ME224080959,38.7565125,-121.3703728
ME223007076,38.7696276,-121.361371
ME223031662,38.4428869,-121.4032936
ME224043911,37.6583708,-120.9540209
ME222145361,38.5778331,-121.3008112
ME222133025,38.3994828,-121.3411296
41053967,37.6419093,-122.1021423
41064439,37.6383412,-122.1091448
ME223110462,37.6050149,-121.0102461
41035815,38.7666518,-121.3906388
ML81914275,37.6560594,-122.0666775
BA323921196,38.1015332,-122.2081948
ME224050759,37.9501176,-122.3533
41017668,37.6832318,-122.0485415
ML81933541,37.3686031,-122.0458348
ME223004864,38.0518591,-121.2722671
ME223022827,37.3303835,-120.46969
41035968,37.6659957,-121.7729803
ME223109780,37.6232379,-121.0277814
ME223060542,38.7712423,-121.3797653
ML81921020,37.2352362,-121.8716469
41058580,37.6853439,-121.7891825
ME223093886,37.6433214,-120.9757149
ML81920161,37.2994701,-121.8964883
41034679,37.708691,-121.4453409
ME224050331,37.691323,-120.9992601
ME223093849,38.7585917,-121.2502629
ME223011142,38.7657249,-121.2729149
BA324032516,38.4049528,-121.9423208
41035487,37.6082116,-120.9827549
ME223045600,38.5875546,-121.2531401
41026269,38.0555377,-121.3478775
ME224002540,37.9317789,-121.2651361
ME222148402,38.7970333,-121.366738
ME223113585,37.9613671,-121.2987024
ME222139491,38.7101812,-121.3196029
ML81922383,37.3470969,-121.9186445
ML81948426,36.6989534,-121.6756439
ME222118066,38.4191295,-121.4684149
41044180,36.6946193,-121.645164
ME223112971,37.6282033,-121.0109255
41036029,38.3752548,-121.9429716
41020275,37.960863,-121.2247152
BA324027645,38.11701120000001,-122.2336365
BA323021703,38.3630406,-121.9496637
41056000,38.0932853,-122.2311212
ME223089497,37.7669858,-121.1926518
ME224004177,37.9636058,-121.2677732
ML81942523,37.5314722,-122.2979305
ME223044591,38.6733966,-121.3011629
ME223100279,37.5084787,-120.8303565
41036810,37.6774311,-122.1047583
ME224004356,38.7114629,-121.2622766
ME223106107,37.2810548,-121.9801031
ME223023890,37.6990776,-120.9732406
ML81971255,37.3630202,-122.0524162
ME223018655,37.9328585,-121.2650439
BA324058781,38.3659285,-121.9491509
BA323911480,38.2669482,-122.0217497
BA323924507,38.1521982,-122.1750245
41042121,37.9237807,-122.3465969
ME222149024,37.6728375,-120.9778652
ME224063191,38.698585,-121.2855473
ML81939641,37.6606692,-120.9705446
41052645,37.682899,-121.4629324
ME224024530,37.9644583,-121.3300917
ML81932469,37.263023,-121.8837775
BA322085013,38.2664517,-122.051317
ML81966370,36.7125429,-121.6319012
ME224048128,37.6604888,-121.0233938
ME223012629,38.0380507,-121.3329967
ME223108509,38.70259679999999,-121.3074222
ME223074492,38.730165,-121.2439059
41018060,38.3912822,-121.366183
ML81971726,37.3832387,-121.8666323
ME223092856,37.618319,-121.0143256
ML81968840,36.6838749,-121.6280809
41046371,37.7241858,-121.4466758
ML81952264,37.6202389,-122.0379082
41042215,37.7262468,-121.462091
ML81958079,37.26769549999999,-121.8969682
41049851,37.6994554,-121.4682248
ME224003343,38.8086237,-121.3583753
ME223014944,38.0469206,-121.3897125
ME223063208,37.9307127,-121.263106
ME223039343,37.7335021,-121.4633968
ME223066833,37.6622649,-120.9813614
ME224022525,37.9205925,-121.2607375
ML81936420,37.2414903,-121.8530559
41013951,37.6829583,-121.8012391
ME224034614,37.7931891,-121.2407224
ME224005935,38.7242184,-121.2936134
ME223031358,38.7560757,-121.3483846
ML81903958,36.6805515,-121.6321391
41042624,37.7090637,-121.4452368
ME224049151,38.7684261,-121.3725224
ML81952029,37.6655743,-120.9075058
ML81943549,37.2646976,-121.9364326
41037768,38.0032349,-121.2693523
ME224066293,38.6858885,-121.2749549
ME223104061,38.7766257,-121.3928684
ML81954119,36.703266,-121.6594121
BA324037256,38.43351759999999,-122.6932303
ME224066557,37.9983973,-121.2808411
ME224055438,38.0502156,-121.3460034
ME222145970,38.4360679,-121.3764306
ME223057240,37.691515,-120.981565
ME223054281,38.7545053,-121.3110268
ME223071100,37.6141746,-120.9426285
ME224039364,38.0322368,-121.2935324
ME223064669,38.051072,-121.270327
ME223057355,38.6853939,-121.325393
BA323034444,38.4312464,-122.7690959
ME223105507,38.7454707,-121.3712107
ME222148296,38.4447112,-121.4061814
ML81963348,37.3588071,-121.8134687
ME224064258,37.6625431,-120.9709331
ME223035593,37.7880603,-121.2266849
41030619,37.8365198,-122.2309927
41040785,37.6125226,-122.0949407
ME222150226,38.0510686,-121.2727613
ML81919751,37.3635013,-122.0557368
BA324025500,38.4739083,-122.6770462
BA323016781,38.4424631,-122.672198
BA323029869,38.3698798,-121.9421739
ME223054398,37.6479365,-120.9214504
ME223069376,38.7771988,-121.3559032
ME223109989,37.5957085,-121.010816
ME224024623,37.9577016,-121.2907796
ME223092252,38.3812558,-121.3773261
ME223097858,37.688859,-121.036444
41016220,38.0075108,-121.3113807
41065309,37.6165764,-122.0396021
BA323914985,38.4752907,-122.7426597
ME224052574,38.3990654,-121.3409189
BA323022552,38.3199514,-121.9562322
ME224077182,37.80601,-121.1914128
ME223030307,38.7878118,-121.2713212
41044416,37.9415248,-122.3190895
ME223006170,37.9584324,-121.3002898
ME223037584,38.7567047,-121.3252124
ME223003160,38.749251,-121.2755665
ME224043761,37.9408444,-121.2914165
ML81947106,36.6574472,-121.6684135
ME223046159,38.3792096,-121.4079721
ML81933897,37.3106164,-121.7817038
ML81974118,37.2893952,-121.9019066
ML81922190,37.3838017,-122.0227268
41059710,37.70331729999999,-121.4371843
41042512,37.3054321,-121.9353417
ME224018728,37.6693955,-120.9775976
ME224065955,37.9618403,-121.3078502
ME224017153,37.9857761,-121.2993913
ML81913921,37.3289734,-121.9300684
ME224008392,37.7453905,-121.456249
ML81968066,37.6830278,-121.7446452
ME224073344,37.74918900000001,-121.4432145
ML81953866,37.5216189,-121.9745695
ME224001238,38.0451488,-121.3864137
ME224078651,38.7267888,-121.2949468
ME223021232,38.8085951,-121.3609648
ME223113680,38.4126206,-121.3699739
ME224012374,37.90248589999999,-121.2936632
ME224003921,37.6990646,-121.0548232
BA323929617,38.1131543,-122.2359851
ML81969127,36.6895129,-121.6552027
ML81953173,36.70361949999999,-121.6546714
ME223014490,38.4159487,-121.4310204
ME223007432,37.3413893,-120.4915774
ME222145704,37.6409066,-120.9221059
ME224006684,38.7561432,-121.3402342
BA324010696,38.4409998,-122.7680899
ME224006601,37.7298583,-121.4598929
ME224084429,38.4005073,-121.4285639
41049980,37.98856,-122.3549704
41037293,38.0115085,-121.3084758
ME224020027,37.6739208,-120.9505041
ME224016066,37.5297363,-121.9888926
CRMC23090343,37.2819673,-120.4461139
ME222046535,38.0466215,-121.3502712
ML81951491,36.6850482,-121.6099111
ME223086442,38.7988321,-121.3861103
ME223073788,37.6858981,-121.0091172
41061342,37.7111655,-121.7509312
ME224057348,38.4207369,-121.4281429
ME224063869,37.6666856,-120.9640351
ML81917669,37.2036531,-121.8488845
41006943,37.7930373,-121.2263672
ML81954906,37.3971562,-122.0041605
ML81954118,37.2458542,-121.9181043
CRMC24027388,37.3283794,-120.4629846
ME223083708,38.048305,-121.400391
ML81916233,36.6967184,-121.6427287
ME224000511,38.009659,-121.3028638
ME223099899,37.6056474,-121.0241006
ME224025177,38.05134899999999,-121.273177
BA324034751,38.1321289,-122.1968426
ME223055800,38.77491190000001,-121.3986229
ME223037171,38.4335259,-121.3930224
ME223007790,38.0522584,-121.2722731
ME223093173,38.053328,-121.267807
ME224033806,38.4492548,-121.3858849
ME223040519,37.7710943,-121.2676867
ME224010949,37.9340842,-121.2795336
ME223118130,38.4238428,-121.4316859
ML81972253,37.6835228,-121.0302504
ME223097809,37.6775658,-120.9616627
ML81937915,37.225604,-121.887188
CRMC24135134,37.3285851,-120.4699926
41053392,37.8347977,-122.20408
ME223095545,37.6130747,-121.0244584
ME222150231,38.0502776,-121.2730201
ME223089218,37.9664479,-121.3492923
ML81959778,37.54619290000001,-122.2882364
41021075,37.3344117,-121.9214503
ME224067092,38.7884039,-121.3531228
ML81919519,37.3989802,-121.8646741
CRMC22235559,37.3287877,-120.4678509
ME223066364,38.4171242,-121.3984922
ME224066222,38.0405813,-121.3563178
ME223100820,38.0340058,-121.2861551
41068622,37.6446783,-122.0856844
ME223046837,38.4058842,-121.4378728
ME223071004,37.6695175,-120.9644401
ME223100818,37.96647919999999,-121.2580327
ML81922122,37.286223,-121.7415948
41049699,37.6839288,-121.8027209
ML81968846,37.533597,-122.3171058
ME223075691,38.7756511,-121.3525282
ML81954117,36.6944932,-121.6541567
ME223077456,37.9202673,-121.2531134
BA322104998,38.2684171,-122.0032671
41017223,37.7678766,-122.1559956
CRMC24061529,37.3270049,-120.5321634
ME223077747,37.6737372,-120.9347726
ME224057409,38.0507243,-121.3182828
ME223001844,37.6995225,-121.0268523
41009008,37.9607813,-122.2984604
ME223035786,38.774209,-121.391351
ME223078337,37.6730133,-120.9687653
ME224008268,38.4026417,-121.3791041
ME224019570,38.4352506,-121.411196
ML81925920,37.9881284,-121.2674379
ME224056383,38.7915059,-121.3319661
ME223054287,37.807665,-121.253678
41026035,37.8443561,-122.2864374
ML81916000,37.3075569,-121.8951056
41028325,37.5640023,-122.025787
ME224074453,38.0286357,-121.3065541
ME223028071,38.4229229,-121.3384367
ME224048367,38.3928509,-121.3944252
ME222145074,38.7627523,-121.3061072
ML81913373,37.2226289,-121.7827825
ME223030925,38.4421347,-121.3872677
ME223111024,38.699511,-121.3107737
41032159,37.7728624,-121.2314735
41063925,37.6548441,-122.0997486
41032963,38.7890804,-121.3430529
ME223029299,38.430832,-121.3816249
41052596,37.9449724,-122.3383991
BA323900546,38.3406913,-121.9525158
ME224080075,38.4197073,-121.4681143
ME223116609,38.0246608,-121.3159275
ME224016334,37.6404369,-120.936596
ME224016485,38.7459795,-121.2323036
ME224035578,37.9743203,-121.3178527
BA323052428,38.4455007,-122.6120137
41052482,38.1175676,-122.2458525
ME223024401,37.9174764,-121.2367066
ML81940122,37.2945803,-121.8267796
